"gene"	"KO"
"27_GL0037446"	"K15024"
"27_GL0069428"	"K01962"
"27_GL0070957"	"K01847"
"27_GL0075224"	"K00248"
"27_GL0079929"	"K00656"
"27_GL0085718"	"K01720"
"27_GL0107152"	"K15024"
"28_GL0007876"	"K00625"
"28_GL0023193"	"K01895"
"28_GL0027556"	"K01895"
"28_GL0028574"	"K01966"
"28_GL0034237"	"K00170"
"28_GL0036746"	"K01962;K01963"
"28_GL0036830"	"K00925"
"28_GL0037435"	"K00382"
"28_GL0037535"	"K09788"
"28_GL0039261"	"K01962;K01963"
"28_GL0039660"	"K00248"
"28_GL0041392"	"K01961"
"28_GL0056060"	"K00248"
"28_GL0060225"	"K00925"
"28_GL0062870"	"K00382"
"28_GL0065224"	"K01734"
"28_GL0074671"	"K01895"
"28_GL0078070"	"K00656"
"28_GL0080132"	"K01903"
"28_GL0083517"	"K00172"
"28_GL0084727"	"K01847"
"28_GL0084728"	"K01847"
"28_GL0085645"	"K00016"
"28_GL0091360"	"K01963"
"28_GL0095170"	"K00016"
"28_GL0095418"	"K00656"
"28_GL0096459"	"K01962;K01963"
"28_GL0096868"	"K01961"
"28_GL0096869"	"K02160"
"28_GL0097634"	"K00382"
"28_GL0101026"	"K00925"
"28_GL0108431"	"K01962;K01963"
"28_GL0110183"	"K00925"
"28_GL0110679"	"K00382"
"28_GL0116283"	"K00048"
"28_GL0125302"	"K00656"
"29_GL0001738"	"K00048"
"29_GL0002738"	"K00625"
"29_GL0008339"	"K00925"
"29_GL0008654"	"K00656"
"29_GL0010010"	"K01720"
"29_GL0019731"	"K01966"
"29_GL0030219"	"K01962"
"29_GL0030220"	"K01963"
"29_GL0033671"	"K01966"
"29_GL0034081"	"K01895"
"29_GL0034503"	"K05606"
"29_GL0036838"	"K00656"
"29_GL0038005"	"K00656"
"29_GL0040854"	"K00248"
"29_GL0046406"	"K13922"
"29_GL0048853"	"K01966"
"29_GL0051616"	"K00656"
"29_GL0057632"	"K01692"
"29_GL0059454"	"K00656"
"29_GL0081242"	"K00382"
"29_GL0084036"	"K00656"
"29_GL0092516"	"K00925"
"29_GL0093222"	"K01963"
"29_GL0094874"	"K01895"
"29_GL0096066"	"K00656"
"29_GL0098599"	"K15024"
"29_GL0102657"	"K00248"
"29_GL0106281"	"K00626"
"29_GL0108327"	"K00170"
"29_GL0114481"	"K00626"
"29_GL0116117"	"K00048"
"29_GL0118805"	"K00656"
"29_GL0118975"	"K00169"
"29_GL0118976"	"K00172"
"29_GL0129238"	"K00169"
"29_GL0130066"	"K00169"
"29_GL0135297"	"K00625"
"29_GL0135776"	"K00625"
"29_GL0140242"	"K00172"
"29_GL0142387"	"K01734"
"29_GL0142908"	"K00925"
"29_GL0152450"	"K13922"
"29_GL0152521"	"K01734"
"3_GL0010303"	"K01026"
"3_GL0012588"	"K00169"
"3_GL0012589"	"K00169"
"3_GL0012591"	"K00172"
"3_GL0016748"	"K00656"
"3_GL0017093"	"K00016"
"3_GL0023577"	"K02160"
"3_GL0023578"	"K01961"
"3_GL0023993"	"K00248"
"3_GL0027026"	"K00626"
"3_GL0028583"	"K00016"
"3_GL0032941"	"K01026"
"3_GL0045090"	"K00925"
"3_GL0050916"	"K00169"
"3_GL0050918"	"K00172"
"3_GL0054217"	"K00048"
"3_GL0056555"	"K01699"
"3_GL0062509"	"K00170"
"3_GL0062510"	"K00169"
"3_GL0062512"	"K00172"
"3_GL0066271"	"K01720"
"3_GL0071655"	"K05606"
"3_GL0080920"	"K00656"
"3_GL0082065"	"K00016"
"3_GL0089572"	"K00925"
"3_GL0090438"	"K01692"
"3_GL0092126"	"K00625"
"3_GL0094061"	"K01734"
"3_GL0101499"	"K01962;K01963"
"3_GL0104708"	"K00656"
"3_GL0105775"	"K01962;K01963"
"3_GL0108791"	"K00248"
"3_GL0112820"	"K00656"
"3_GL0115767"	"K00656"
"3_GL0115957"	"K00016"
"3_GL0118629"	"K01961"
"3_GL0118631"	"K01963"
"3_GL0126312"	"K01966"
"3_GL0131203"	"K01966"
"3_GL0132131"	"K01734"
"3_GL0134745"	"K00656"
"3_GL0134989"	"K01734"
"3_GL0136958"	"K01963"
"3_GL0136992"	"K13788"
"3_GL0137381"	"K01966"
"3_GL0138655"	"K00925"
"3_GL0138656"	"K00625"
"3_GL0140450"	"K00656"
"3_GL0140456"	"K13922"
"3_GL0140463"	"K15024"
"3_GL0142306"	"K00248"
"30_GL0005202"	"K00925"
"30_GL0005203"	"K00625"
"30_GL0017629"	"K01903"
"30_GL0017630"	"K01902"
"30_GL0023855"	"K00626"
"30_GL0030877"	"K01895"
"30_GL0031225"	"K11381"
"30_GL0034756"	"K00656"
"30_GL0034757"	"K00656"
"30_GL0035617"	"K01966"
"30_GL0035619"	"K01961"
"30_GL0035620"	"K01961"
"30_GL0035756"	"K05606"
"30_GL0035757"	"K01966"
"30_GL0035886"	"K00171"
"30_GL0036015"	"K00248"
"30_GL0039825"	"K00248"
"30_GL0040522"	"K00248"
"30_GL0043319"	"K00626"
"30_GL0053303"	"K01734"
"30_GL0059679"	"K01966"
"30_GL0059680"	"K01961"
"30_GL0061665"	"K01966"
"30_GL0064125"	"K00248"
"30_GL0066352"	"K00248"
"30_GL0076626"	"K11263"
"30_GL0076754"	"K01895"
"30_GL0084182"	"K08325"
"30_GL0089529"	"K13922"
"30_GL0093531"	"K00625"
"30_GL0093533"	"K00925"
"30_GL0094210"	"K00656"
"30_GL0094372"	"K01847"
"30_GL0094654"	"K01847"
"30_GL0094655"	"K01847"
"30_GL0095071"	"K00656"
"30_GL0096541"	"K00248"
"30_GL0097293"	"K01961"
"30_GL0097295"	"K01966"
"30_GL0101742"	"K00248"
"30_GL0102432"	"K00656"
"30_GL0103945"	"K01847"
"30_GL0106324"	"K01026"
"30_GL0109188"	"K01734"
"30_GL0109630"	"K00625"
"30_GL0110238"	"K01895"
"30_GL0110432"	"K00382"
"30_GL0110435"	"K11381"
"30_GL0112242"	"K00382"
"30_GL0115899"	"K00048"
"31_GL0001102"	"K05606"
"31_GL0001103"	"K01966"
"31_GL0002110"	"K00925"
"31_GL0003316"	"K05606"
"31_GL0004077"	"K00005"
"31_GL0004255"	"K00925"
"31_GL0004256"	"K00625"
"31_GL0006623"	"K01966"
"31_GL0006625"	"K01961"
"31_GL0006626"	"K01961"
"31_GL0008470"	"K00048"
"31_GL0009538"	"K01847"
"31_GL0009539"	"K01847"
"31_GL0011649"	"K01962"
"31_GL0013104"	"K00169"
"31_GL0015022"	"K00382"
"31_GL0015280"	"K00086"
"31_GL0019678"	"K01966"
"31_GL0019679"	"K05606"
"31_GL0020379"	"K00048"
"31_GL0024112"	"K00625"
"31_GL0024468"	"K01895"
"31_GL0026807"	"K01895"
"31_GL0027560"	"K00925"
"31_GL0028599"	"K00656"
"31_GL0029848"	"K00656"
"31_GL0030080"	"K13788"
"31_GL0030565"	"K00382"
"31_GL0030568"	"K11381"
"31_GL0030945"	"K01961"
"31_GL0030946"	"K01965"
"31_GL0030947"	"K01966"
"31_GL0032141"	"K01963"
"31_GL0033512"	"K01847"
"31_GL0033849"	"K00086"
"31_GL0036199"	"K00656"
"31_GL0036200"	"K00656"
"31_GL0036865"	"K01962;K01963"
"31_GL0038343"	"K00172"
"31_GL0038344"	"K00171"
"31_GL0039755"	"K01966"
"31_GL0039756"	"K05606"
"31_GL0040758"	"K01895"
"31_GL0043222"	"K00048"
"31_GL0045709"	"K02160"
"31_GL0045710"	"K01961"
"31_GL0047973"	"K00925"
"31_GL0050257"	"K01966"
"31_GL0051081"	"K00656"
"31_GL0053088"	"K00005"
"31_GL0053093"	"K00005"
"31_GL0053323"	"K00625"
"31_GL0053324"	"K00925"
"31_GL0054377"	"K11263"
"31_GL0054379"	"K01966"
"31_GL0054380"	"K05606"
"31_GL0055397"	"K00925"
"31_GL0055618"	"K00382"
"31_GL0055772"	"K00656"
"31_GL0056032"	"K00625"
"31_GL0058257"	"K00016"
"31_GL0059625"	"K01966"
"31_GL0062431"	"K00626"
"31_GL0064834"	"K00171"
"31_GL0065488"	"K01847"
"31_GL0067245"	"K00048"
"31_GL0067676"	"K00656"
"31_GL0067678"	"K00656"
"31_GL0069725"	"K00005"
"31_GL0074271"	"K01847"
"31_GL0074272"	"K01847"
"31_GL0075016"	"K01966"
"31_GL0075778"	"K01734"
"31_GL0075813"	"K01847"
"31_GL0075814"	"K01847"
"31_GL0076073"	"K00656"
"31_GL0076347"	"K00656"
"31_GL0076348"	"K00656"
"31_GL0077033"	"K00625"
"31_GL0077311"	"K00625"
"31_GL0077312"	"K00925"
"31_GL0077787"	"K00382"
"31_GL0079465"	"K01966"
"31_GL0082075"	"K00248"
"31_GL0084671"	"K00048"
"31_GL0086250"	"K00625"
"31_GL0089118"	"K01903"
"31_GL0089119"	"K01902"
"31_GL0090696"	"K05606"
"31_GL0091804"	"K01966"
"31_GL0095236"	"K00169"
"32_GL0000868"	"K00625"
"32_GL0004858"	"K00625"
"32_GL0005487"	"K00382"
"32_GL0007697"	"K01734"
"32_GL0010210"	"K00656"
"32_GL0011802"	"K01895"
"32_GL0011803"	"K01895"
"32_GL0015671"	"K01963"
"32_GL0017765"	"K00656"
"32_GL0017771"	"K00140"
"32_GL0019944"	"K00656"
"32_GL0021139"	"K00248"
"32_GL0021624"	"K01734"
"32_GL0023211"	"K01961"
"32_GL0025259"	"K00625"
"32_GL0026674"	"K00925"
"32_GL0028721"	"K15024"
"32_GL0033229"	"K00016"
"32_GL0044796"	"K15024;K13923"
"32_GL0044797"	"K00925"
"32_GL0049494"	"K00626"
"32_GL0049653"	"K01034"
"32_GL0051259"	"K00382"
"32_GL0053304"	"K00248"
"32_GL0056087"	"K01734"
"32_GL0056422"	"K00925"
"32_GL0059168"	"K00171"
"32_GL0061638"	"K00626"
"32_GL0063161"	"K01734"
"32_GL0067700"	"K00656"
"32_GL0074599"	"K02160"
"32_GL0075422"	"K00626"
"32_GL0076190"	"K01966"
"32_GL0076415"	"K00016"
"32_GL0079376"	"K01966"
"32_GL0082453"	"K01692"
"32_GL0084783"	"K00016"
"32_GL0091778"	"K01026"
"32_GL0098103"	"K00626"
"32_GL0098406"	"K00925"
"32_GL0100598"	"K01034"
"32_GL0101142"	"K00382"
"32_GL0101491"	"K00625"
"32_GL0103356"	"K01734"
"32_GL0104461"	"K00016"
"32_GL0105127"	"K00925"
"32_GL0108110"	"K00172"
"32_GL0108111"	"K00171"
"32_GL0112106"	"K00016"
"32_GL0112400"	"K00626"
"32_GL0113162"	"K00656"
"32_GL0113277"	"K00925"
"32_GL0113383"	"K00048"
"32_GL0115153"	"K01966"
"32_GL0123800"	"K00925"
"32_GL0125338"	"K00048"
"32_GL0126335"	"K00625"
"32_GL0126336"	"K00626"
"32_GL0126537"	"K00248"
"32_GL0129833"	"K01961"
"32_GL0139641"	"K00925"
"33_GL0000326"	"K00625"
"33_GL0001827"	"K00005"
"33_GL0001828"	"K00005"
"33_GL0003006"	"K01734"
"33_GL0015560"	"K00656"
"33_GL0015585"	"K00382"
"33_GL0016371"	"K02160"
"33_GL0016372"	"K01961"
"33_GL0017212"	"K00925"
"33_GL0021874"	"K00625"
"33_GL0025147"	"K00382"
"33_GL0026503"	"K00625"
"33_GL0034668"	"K01734"
"33_GL0040419"	"K01966"
"33_GL0040528"	"K01966"
"33_GL0042594"	"K01734"
"33_GL0050116"	"K01895"
"33_GL0051631"	"K01692"
"33_GL0055371"	"K15037"
"33_GL0058049"	"K00382"
"33_GL0059692"	"K00626"
"33_GL0059693"	"K00626"
"33_GL0059937"	"K09788"
"33_GL0061091"	"K00625"
"33_GL0061092"	"K00925"
"33_GL0062461"	"K01961"
"33_GL0064155"	"K00248"
"33_GL0066559"	"K05606"
"33_GL0066560"	"K01966"
"33_GL0072399"	"K01903"
"33_GL0077123"	"K11381"
"33_GL0079941"	"K01966"
"33_GL0079943"	"K01961"
"33_GL0080556"	"K00248"
"33_GL0081349"	"K01692"
"33_GL0081351"	"K00248"
"33_GL0082299"	"K00823"
"33_GL0088156"	"K00626"
"33_GL0092751"	"K00625"
"33_GL0095093"	"K00171"
"33_GL0095094"	"K00169"
"33_GL0095095"	"K00170"
"33_GL0095767"	"K00382"
"33_GL0103653"	"K00016"
"33_GL0112810"	"K00248"
"33_GL0113461"	"K01847"
"33_GL0119653"	"K00005"
"33_GL0121014"	"K00656"
"33_GL0122462"	"K00016"
"33_GL0122764"	"K00625"
"33_GL0130728"	"K08325"
"34_GL0003051"	"K02160"
"34_GL0005923"	"K01966"
"34_GL0017146"	"K00656"
"34_GL0017244"	"K15024"
"34_GL0017759"	"K00625"
"34_GL0018257"	"K00016"
"34_GL0019794"	"K01966"
"34_GL0027982"	"K00656"
"34_GL0033089"	"K01966"
"34_GL0034726"	"K01734"
"34_GL0037104"	"K00626"
"34_GL0039335"	"K01966"
"34_GL0044595"	"K01847"
"34_GL0052504"	"K00248"
"34_GL0055241"	"K13922"
"34_GL0061804"	"K00656"
"34_GL0066620"	"K01734"
"34_GL0067245"	"K00382"
"34_GL0070119"	"K05606"
"34_GL0071359"	"K00925"
"34_GL0077578"	"K00656"
"34_GL0077579"	"K00656"
"35_GL0000492"	"K00172"
"35_GL0005073"	"K00005"
"35_GL0006527"	"K00382"
"35_GL0007167"	"K00248"
"35_GL0007468"	"K01966"
"35_GL0008016"	"K01720"
"35_GL0008178"	"K01963"
"35_GL0008193"	"K00248"
"35_GL0008204"	"K00925"
"35_GL0008244"	"K00005"
"35_GL0011775"	"K01966"
"35_GL0014887"	"K00016"
"35_GL0016461"	"K01966"
"35_GL0021504"	"K02160"
"35_GL0022863"	"K00248"
"35_GL0023395"	"K15024"
"35_GL0027138"	"K00248"
"35_GL0032921"	"K01961"
"35_GL0033573"	"K00925"
"35_GL0040113"	"K01966"
"35_GL0052921"	"K00248"
"35_GL0054695"	"K00167"
"35_GL0056207"	"K01966"
"35_GL0062998"	"K00656"
"35_GL0062999"	"K00656"
"35_GL0063778"	"K01849"
"35_GL0066652"	"K13922"
"35_GL0066658"	"K15024"
"35_GL0066663"	"K00656"
"35_GL0070987"	"K01963"
"35_GL0079605"	"K00625"
"35_GL0084739"	"K00656"
"35_GL0088551"	"K01692"
"35_GL0089794"	"K00248"
"35_GL0090721"	"K00625"
"35_GL0091299"	"K00248"
"35_GL0091893"	"K00823"
"35_GL0093670"	"K01026"
"35_GL0101160"	"K00626"
"35_GL0102288"	"K00656"
"35_GL0102575"	"K01962"
"35_GL0103917"	"K00169"
"35_GL0103918"	"K00172"
"35_GL0105592"	"K01962"
"35_GL0105593"	"K01963"
"35_GL0107425"	"K01692"
"35_GL0107483"	"K00170"
"35_GL0107484"	"K00169"
"35_GL0108449"	"K01962"
"35_GL0110343"	"K01034"
"35_GL0113425"	"K00656"
"35_GL0113754"	"K00656"
"35_GL0114849"	"K00925"
"35_GL0115884"	"K00172"
"35_GL0116942"	"K01026"
"35_GL0117404"	"K00656"
"35_GL0125266"	"K01966"
"35_GL0128181"	"K00016"
"35_GL0128224"	"K01962;K01963"
"35_GL0129586"	"K00656"
"35_GL0130272"	"K00925"
"35_GL0130273"	"K00625"
"35_GL0131052"	"K00169"
"35_GL0132180"	"K00169"
"35_GL0135406"	"K00248"
"35_GL0135747"	"K00626"
"35_GL0137169"	"K00382"
"35_GL0137753"	"K01895"
"35_GL0141683"	"K00625"
"35_GL0148919"	"K01720"
"36_GL0014288"	"K00048"
"36_GL0016749"	"K00656"
"36_GL0022379"	"K00171"
"36_GL0023923"	"K01847"
"36_GL0029516"	"K01895"
"36_GL0029517"	"K01962"
"36_GL0037405"	"K00005"
"36_GL0056314"	"K00656"
"36_GL0071938"	"K00382"
"36_GL0081459"	"K00382"
"36_GL0084729"	"K00823"
"36_GL0092376"	"K00382"
"36_GL0098692"	"K01847"
"36_GL0110038"	"K00925"
"36_GL0118181"	"K01895"
"36_GL0120638"	"K00626"
"37_GL0041126"	"K00925"
"37_GL0042918"	"K01966"
"37_GL0044400"	"K01895"
"37_GL0051022"	"K00382"
"37_GL0057307"	"K11381"
"37_GL0064380"	"K05606"
"37_GL0069335"	"K01734"
"38_GL0009591"	"K00170"
"38_GL0011141"	"K01895"
"38_GL0011594"	"K00248"
"38_GL0016885"	"K00005"
"38_GL0028483"	"K00656"
"38_GL0028485"	"K00656"
"38_GL0040131"	"K01966"
"38_GL0042498"	"K01961"
"38_GL0043021"	"K00248"
"38_GL0045953"	"K00625"
"38_GL0075473"	"K00048"
"38_GL0075939"	"K00005"
"38_GL0078921"	"K00625"
"38_GL0093568"	"K00625"
"38_GL0111228"	"K00248"
"38_GL0114157"	"K01962;K01963"
"38_GL0125206"	"K01966"
"38_GL0125923"	"K00248"
"38_GL0128848"	"K00086"
"38_GL0134817"	"K01895"
"38_GL0141394"	"K00925"
"38_GL0145300"	"K00016"
"39_GL0005776"	"K00925"
"39_GL0007197"	"K00086"
"39_GL0012095"	"K13922"
"39_GL0012101"	"K15024"
"39_GL0015801"	"K00626"
"39_GL0016319"	"K00656"
"39_GL0016817"	"K00656"
"39_GL0018929"	"K00171"
"39_GL0019354"	"K00656"
"39_GL0019830"	"K01961"
"39_GL0024070"	"K00248"
"39_GL0028810"	"K00625"
"39_GL0033723"	"K00925"
"39_GL0033724"	"K00625"
"39_GL0040505"	"K00016"
"39_GL0045265"	"K00169"
"39_GL0058333"	"K01966"
"39_GL0060534"	"K00248"
"39_GL0067392"	"K01966"
"39_GL0068338"	"K00925"
"39_GL0075855"	"K00656"
"39_GL0076010"	"K00170"
"39_GL0076012"	"K00169"
"39_GL0076013"	"K00171"
"39_GL0079222"	"K00656"
"39_GL0081325"	"K01026"
"39_GL0082252"	"K01895"
"39_GL0090181"	"K00626"
"39_GL0090184"	"K00248"
"39_GL0094742"	"K05606"
"39_GL0114557"	"K00656"
"39_GL0115411"	"K00625"
"39_GL0119950"	"K01734"
"39_GL0125979"	"K00925"
"39_GL0126084"	"K00248"
"39_GL0135223"	"K00248"
"39_GL0138255"	"K00656"
"39_GL0138974"	"K00382"
"39_GL0149563"	"K01962"
"39_GL0152509"	"K13922"
"39_GL0156884"	"K01961"
"39_GL0156986"	"K00248"
"39_GL0161168"	"K01962;K01963"
"39_GL0168912"	"K01734"
"39_GL0172633"	"K01026"
"39_GL0173546"	"K02160"
"4_GL0007281"	"K01961"
"4_GL0014199"	"K00656"
"4_GL0016607"	"K00656"
"4_GL0017569"	"K01966"
"4_GL0021929"	"K01895"
"4_GL0023748"	"K01966"
"4_GL0029981"	"K00016"
"4_GL0031945"	"K00625"
"4_GL0035352"	"K02160"
"4_GL0041785"	"K00625"
"4_GL0041786"	"K00925"
"4_GL0046049"	"K00382"
"4_GL0052914"	"K01962;K01963"
"4_GL0054391"	"K01962"
"4_GL0059149"	"K00656"
"4_GL0066581"	"K00086"
"4_GL0077730"	"K01847"
"4_GL0077837"	"K01847"
"4_GL0077872"	"K01966"
"4_GL0081945"	"K00925"
"40_GL0000213"	"K09788"
"40_GL0001448"	"K05606"
"40_GL0001449"	"K01966"
"40_GL0002343"	"K01902"
"40_GL0003025"	"K00382"
"40_GL0010156"	"K01966"
"40_GL0010157"	"K05606"
"40_GL0010342"	"K00925"
"40_GL0012183"	"K01847"
"40_GL0012873"	"K01966"
"40_GL0014972"	"K01734"
"40_GL0021112"	"K00382"
"40_GL0021352"	"K01847"
"40_GL0023633"	"K00382"
"40_GL0024771"	"K01847"
"40_GL0024772"	"K01847"
"40_GL0027755"	"K11263"
"40_GL0029987"	"K01847"
"40_GL0035468"	"K01847"
"40_GL0035515"	"K01847"
"40_GL0039051"	"K01847"
"40_GL0040404"	"K01847"
"40_GL0040405"	"K01847"
"40_GL0045552"	"K00656"
"40_GL0050870"	"K00016"
"40_GL0052162"	"K00925"
"40_GL0052163"	"K00625"
"40_GL0052251"	"K08325"
"40_GL0052460"	"K01966"
"40_GL0057810"	"K00656"
"40_GL0058779"	"K01720"
"40_GL0060071"	"K00169"
"40_GL0061151"	"K00925"
"40_GL0061743"	"K00382"
"40_GL0062028"	"K01847"
"40_GL0062029"	"K01847"
"40_GL0062219"	"K01966"
"40_GL0064450"	"K01692"
"40_GL0065711"	"K00048"
"40_GL0065712"	"K00048"
"40_GL0065855"	"K00625"
"40_GL0065856"	"K00925"
"40_GL0069161"	"K00925"
"40_GL0069162"	"K00625"
"40_GL0069817"	"K01966"
"40_GL0070554"	"K01847"
"40_GL0075679"	"K05606"
"40_GL0082866"	"K01895"
"40_GL0085752"	"K05606"
"40_GL0087199"	"K01847"
"40_GL0088009"	"K00382"
"40_GL0088292"	"K01961"
"40_GL0090481"	"K00656"
"41_GL0005353"	"K00656"
"41_GL0014323"	"K00625"
"41_GL0014844"	"K00172"
"41_GL0018339"	"K00626"
"41_GL0022723"	"K00656"
"41_GL0022921"	"K11262"
"41_GL0024625"	"K00170"
"41_GL0031536"	"K00925"
"41_GL0053518"	"K00169"
"41_GL0053851"	"K00656"
"41_GL0063293"	"K00016"
"41_GL0067559"	"K00656"
"41_GL0075564"	"K15024"
"41_GL0076111"	"K00925"
"41_GL0078739"	"K00925"
"41_GL0083194"	"K00656"
"41_GL0085383"	"K01734"
"41_GL0101744"	"K00016"
"41_GL0114128"	"K00169"
"41_GL0114129"	"K00171"
"41_GL0114130"	"K00172"
"42_GL0003062"	"K00248"
"42_GL0003723"	"K09788"
"42_GL0006579"	"K01734"
"42_GL0007671"	"K13920"
"42_GL0010557"	"K00656"
"42_GL0013435"	"K00169"
"42_GL0013436"	"K00170"
"42_GL0016917"	"K00382"
"42_GL0017707"	"K00140"
"42_GL0018815"	"K09788"
"42_GL0020484"	"K00171"
"42_GL0024923"	"K01961"
"42_GL0026499"	"K00626"
"42_GL0028610"	"K00625"
"42_GL0038219"	"K00656"
"42_GL0038780"	"K01026"
"42_GL0038791"	"K01692"
"42_GL0045039"	"K00248"
"42_GL0051930"	"K00925"
"42_GL0052813"	"K01692"
"42_GL0061707"	"K00625"
"42_GL0061985"	"K00625"
"42_GL0063028"	"K01692"
"42_GL0068234"	"K00625"
"42_GL0072023"	"K00656"
"42_GL0076010"	"K09699"
"42_GL0081327"	"K00140"
"42_GL0081580"	"K00925"
"42_GL0085469"	"K01692"
"42_GL0089464"	"K00016"
"42_GL0091464"	"K00382"
"42_GL0098721"	"K09788"
"42_GL0101465"	"K00248"
"42_GL0104506"	"K00016"
"42_GL0108207"	"K00086"
"42_GL0109306"	"K11263"
"43_GL0008062"	"K00925"
"43_GL0008147"	"K01895"
"43_GL0008150"	"K01734"
"43_GL0014126"	"K00048"
"43_GL0021473"	"K00626"
"43_GL0030212"	"K00625"
"43_GL0035906"	"K00656"
"43_GL0036823"	"K01847"
"43_GL0043276"	"K01966"
"43_GL0045219"	"K00656"
"43_GL0050084"	"K00625"
"43_GL0050085"	"K00925"
"43_GL0053518"	"K01962;K01963"
"43_GL0055890"	"K00925"
"43_GL0056536"	"K05606"
"43_GL0068359"	"K01895"
"43_GL0068653"	"K00382"
"43_GL0070026"	"K00925"
"43_GL0075912"	"K01847"
"43_GL0079393"	"K00382"
"43_GL0080189"	"K15036"
"43_GL0080925"	"K00016"
"43_GL0082258"	"K01734"
"43_GL0084449"	"K15037"
"43_GL0084451"	"K01966"
"43_GL0084463"	"K00656"
"43_GL0085477"	"K00626"
"43_GL0086319"	"K00925"
"43_GL0089973"	"K15024"
"43_GL0089979"	"K13922"
"43_GL0095424"	"K00248"
"43_GL0103969"	"K00248"
"43_GL0105502"	"K01966"
"43_GL0106319"	"K02160"
"43_GL0106743"	"K00656"
"43_GL0107616"	"K00656"
"43_GL0107617"	"K00656"
"43_GL0109953"	"K01692"
"43_GL0113200"	"K00925"
"43_GL0118685"	"K01734"
"45_GL0000984"	"K01903"
"45_GL0002322"	"K00248"
"45_GL0003085"	"K00016"
"45_GL0004247"	"K00169"
"45_GL0004538"	"K00656"
"45_GL0006404"	"K00626"
"45_GL0007637"	"K00656"
"45_GL0009128"	"K00625"
"45_GL0009963"	"K00172"
"45_GL0009964"	"K00171"
"45_GL0009965"	"K00169"
"45_GL0009966"	"K00170"
"45_GL0012605"	"K00382"
"45_GL0012883"	"K00086"
"45_GL0014781"	"K00382"
"45_GL0014782"	"K00382"
"45_GL0019719"	"K01734"
"45_GL0020528"	"K05606"
"45_GL0020529"	"K01026"
"45_GL0020532"	"K00626"
"45_GL0024826"	"K00382"
"45_GL0024827"	"K00382"
"45_GL0024932"	"K15024"
"45_GL0027082"	"K01962;K01963"
"45_GL0027083"	"K01962;K01963"
"45_GL0028969"	"K00626"
"45_GL0028973"	"K00248"
"45_GL0030423"	"K00656"
"45_GL0035607"	"K00925"
"45_GL0036278"	"K00248"
"45_GL0036387"	"K02160"
"45_GL0036389"	"K01961"
"45_GL0036390"	"K01962;K01963"
"45_GL0036391"	"K01962;K01963"
"45_GL0037577"	"K13922"
"45_GL0039762"	"K00248"
"45_GL0052186"	"K00170"
"45_GL0055515"	"K01962;K01963"
"45_GL0055846"	"K00656"
"45_GL0055847"	"K00656"
"45_GL0055848"	"K00656"
"45_GL0061336"	"K00626"
"45_GL0061377"	"K08325"
"45_GL0061383"	"K00382"
"45_GL0061784"	"K01902"
"45_GL0062852"	"K00925"
"45_GL0062853"	"K00925"
"45_GL0064974"	"K00170"
"45_GL0069458"	"K01966"
"45_GL0070261"	"K00656"
"45_GL0070310"	"K01734"
"45_GL0071873"	"K01966"
"45_GL0071923"	"K00656"
"45_GL0072341"	"K15024"
"45_GL0072440"	"K00172"
"45_GL0072441"	"K00172"
"45_GL0072442"	"K00171"
"45_GL0072443"	"K00169"
"45_GL0072444"	"K00170"
"45_GL0072445"	"K00170"
"45_GL0075242"	"K13922"
"45_GL0076762"	"K00016"
"45_GL0077133"	"K00248"
"45_GL0078851"	"K00169"
"45_GL0079078"	"K00016"
"45_GL0079708"	"K00656"
"45_GL0079709"	"K00656"
"45_GL0081921"	"K00656"
"45_GL0083729"	"K00248"
"45_GL0083730"	"K00248"
"45_GL0083734"	"K00626"
"45_GL0083860"	"K00248"
"45_GL0084336"	"K11381"
"45_GL0085387"	"K01962;K01963"
"45_GL0085422"	"K00925"
"45_GL0085719"	"K00656"
"45_GL0086326"	"K01966"
"45_GL0086327"	"K01966"
"45_GL0087787"	"K00048"
"45_GL0090447"	"K01895"
"45_GL0093105"	"K01961"
"45_GL0093107"	"K01966"
"45_GL0093934"	"K00625"
"45_GL0093959"	"K01966"
"45_GL0094846"	"K00172"
"45_GL0094847"	"K00171"
"45_GL0094848"	"K00169"
"45_GL0095306"	"K00171"
"45_GL0095473"	"K02160"
"45_GL0095474"	"K01961"
"45_GL0096099"	"K00626"
"45_GL0096105"	"K00625"
"45_GL0096107"	"K00925"
"45_GL0096108"	"K00925"
"45_GL0096666"	"K01961"
"45_GL0096668"	"K01966"
"45_GL0098427"	"K00625"
"45_GL0099062"	"K01966"
"45_GL0100571"	"K01962"
"45_GL0103266"	"K01966"
"45_GL0103267"	"K01965"
"45_GL0106047"	"K00656"
"45_GL0106049"	"K00656"
"45_GL0106857"	"K00016"
"45_GL0108216"	"K00016"
"45_GL0110040"	"K01966"
"45_GL0110875"	"K01962"
"45_GL0116996"	"K00925"
"45_GL0121952"	"K00656"
"45_GL0122567"	"K00823"
"45_GL0124262"	"K00656"
"45_GL0124695"	"K00170"
"45_GL0129410"	"K00656"
"45_GL0131109"	"K00172"
"45_GL0131110"	"K00169"
"45_GL0134266"	"K00248"
"45_GL0135655"	"K01026"
"45_GL0140391"	"K01026"
"45_GL0141853"	"K00169"
"45_GL0146161"	"K00169"
"45_GL0150431"	"K00005"
"46_GL0000405"	"K00248"
"46_GL0023124"	"K00248"
"46_GL0034028"	"K15024"
"46_GL0042006"	"K00625"
"47_GL0002580"	"K01734"
